,Comments,label
2332,"I think John Waddy will end up as a dab page, neither seems to be able to claim obvious pre-eminence.  We could always see if Steve is prepared to hold off putting his guy live until you're in a position to do yours, bu tit's probably not really worth it. Just be quite fun to continue the coincidence.",0
1662,"Vandalizing the Macedonian towns 

Freestypefrappe, I will not stay calm until you stop vandalizing the Kumanovo page talking only about murdering, blood, terrorism and nothing about the city normal life. Of course, there were moments in the Kumanovo’s history when a terrorist attacks took place, but Kumanovo is most of the time a quiet ordinary Macedonian town that doesn’t deserve such descriptions.  It is the same as if you write an article about London not mentioning St Paul’s catedral, Westminster, Tower bridge.. and writing only about recent terrorist attacks in the London underground. Talking about copyvios, I noticed that you are using text written by Christopher Deliso.  I found that on the following sites:
http://www.serbianna.com/columns/deliso/
http://www.popovashapka.com/terrorist_bombing_in_kumanovo.htm
Do you have permits for doing that?",0
153,"""

The Administrator Kafziel is an asshole! (Sorry for writing that on your page User talk:76.199.9.176 but it is true) Join the revolution that fights for freedom of speech against the tyranny of wikipedian administrators, especially the evil dark lord/fuck head Kafziel from your fellow blocked vandal/ freedom fighter: Ernesto Guevara de la Serna.

""""""""Hasta La Victoria Siempre""""""""""",1
2487,"EXCLUSIVE COVER STORY: MICHAEL DOUGLAS $300 MILLION DIVORCE

Michael Douglas and Catherine Zeta-Jones' marriage has exploded again – and it may be over for good, The ENQUIRER has learned exclusively from insiders.

After a separation and a bid at reconciliation, the ""Wall Street"" star, 70, angrily ""walked out"" on his wife, 45, sources say.

""This time around, you may be hearing from my divorce lawyer!"" Michael ripped into the ""Chicago"" beauty, according to an insider.

Revealed the source: ""Michael won't give up on this marriage easily. Remember, this is a guy who battled back from deadly stage 4 tongue cancer!

""But it takes two to make a marriage work, and Michael's feeling is that Catherine has 'checked out.' So nothing is stopping him from throwing in the towel, too.""

The couple had a ""big blow-up"" before Michael headed off to work on  new film ""Ant Man"", said the insider, adding: ""He is preparing himself for the possibility of a $300 million divorce in 2015 if they can't work out their differences.""

In March 2013, The ENQUIRER exclusively broke the bombshell that the couple had secretly split in a ""hush-hush trial separation."" Five months later, their reps confirmed the breakup before the two tried to reconcile.

When contacted now, their individual reps deny the couple's 14-year marriage has ruptured again, but sources allege it's secretly been on the rocks for months!

""Turning 70 was a big accomplishment for Michael after surviving cancer, but Catherine refused to do any public celebrating with him,"" said the insider. ""Michael was so ticked off, he let her know it, causing a massive fight between them. ""He told her, 'I've had enough!'""

FOR THE FULL STORY with ALL the details – it's ONLY in the new ENQUIRER – on sale now!
",2
2694,"Gwen Stefani Will Reunite with Boyfriend Blake Shelton to Coach The Voice Season 12

The pop star will be reunited with boyfriend Blake Shelton as well as longtime coach Adam Levine for the twelfth season of the NBC singing competition, the show announced Tuesday. Rounding out the celebrity panel is current coach Alicia Keys.

Stefani, 47, and Shelton, 40, famously met on the seventh season, and it's almost been a year since the pair went public with their romance during the ninth, while they were recovering from divorces from Gavin Rossdale and Miranda Lambert, respectively.

The couple also performed their duet ""Go Ahead and Break My Heart"" for the first time on season 10.

Throughout the show's 10 completed seasons, team Blake has a total of four champions with team Adam following closely behind with three wins. Past coaches Christina Aguilera, Usher and Pharrell Williams all have won one season.

New coach Miley Cyrus has also signed back on, but for season 13, premiering next fall.

Season 12 of The Voice will begin in February 2017.
",0
146,"Yarrr! 

Heil Hitler, matey!

You're invited to comment on the FAC of the article on Kronan.

And that goes for anyone else skulking around this talkpage. Go on. Do your worst!

 A little gift  

I stopped by just to say Thank You!  D   talk",1
121,"Don't act OK. I know Sadasivan's works. His only ambition in his life was to degrade Nairs. What the fuck you think is the meaning of that passage? I am just asking you, if the word Nair came from the word dog, then give me a secondary source supporting that, other than that from the mental case Sadasivan.",1
1913,"""

 Whole Ariticle Needs to br Rewritten 

i believe this whole article needs to be rewritten fromntop to bottom.  In jumps around in a chronological sense, thereby notbshowingbin a cohesive way how improvisational theatre has developed.  There is a lot of text devoted to thevwork of Keith Jonstone, but his work is no more important than dozens of other writers; moreover, his importance is no where near as significant in the US as is the work of Spolin, Shepherd, Sills, and Close (and the rolenof IO and The Second City.

The article, in it's present form, looks like a hodge-podge of sentences and paragraphs from many authors with no attention paid to consistency.

A rewrite would also avoid some duplication.

How does one initiate such a process?  Who selects the person to take the first stab at it?  I would propose that Michael Golding of Los Angeles do the rewrite.  He has a masters degree in improvisation from NYU, personally knows many of the people who have created modern improvisational theatre (Shepherd, Sills, Close, Halpern to name a few), and is a professional writer (his latest credit is for writing the film """"David Shepherd: A Lifetime of Improvisational Theatre"""").  Any thoughts?""",0
1985,"""
I changed my mind and did change it after all, seeing as this article doesn't appear to be all that well kept. I also removed the reference to """"Sean"""" redirecting to this page, since it doesn't.  """,0
2373,"I think Alex had it planned from the beginning to form some sort of group page on a user space page to make it clear that we were working in a group.  Possibly having some sort of template on all of our user pages may be a good idea, as I am a wiki sysop for other websites, and I try to do things to minimize the look of conspiracy or sock puppetry.  I will remind everyone to keep as much communication as possible on this site, to prevent appearance of sock puppetry or conspiracy.  Also, just because you say you don't communicate with other users who come to your defense, highly conveniently, as I have been told, as there are many other ways to communicate off of this website; I keep this in mind when dealing with other users and policy on the websites I administrate.

I think it's important to add that I don't agree with a lot of what Alex says, and that I'm not here to be a robot for her cause.  I may consider myself independent from her group for this reason.",0
1418,"Effects under £3000 - dated 3rd June (with one codicil) of Charlotte Dorothea Forster Grierson, formerly of the city of Dublin, afterwards residing at four Clarmont Bank, Shrewsbury, England & late of Carlile-terrace, Malahide, County Dublin, Ireland, Spinster deceased who died 6th March, 1869 at Carlile-terrace, aforesaid was proved at the Principal Registry by the oath of George Abraham Grierson, of Manor House, Malahide, aforesaid Esquire, the sole executor,",0
259,"Like i would listen to you, you are a loony dickhead who reverts everyone's edits, Alex: too.",1
2765,"
Kim Kardashian on How the Aftermath of Her Robbery Inspired Her New Crystal Gardenia Fragrance (Exclusive)

There’s more to Kim Kardashian West’s newest fragrance, KKW Crystal Gardenia, than meets the eye!

The 37-year-old reality star and businesswoman is launching her new scent on Wednesday, and this time it’s personal.

“After my whole Paris situation over a year ago, all my friends would come over and bring me healing crystals,” Kim told ET’s Keltie Knight in an exclusive interview. “I wasn't really into them. I didn't know much about them. Enough people brought them over that I love the shape, I loved holding it, and I felt like, ‘OK, this is it. I want something that I feel like calms me, is healing...’ And I wanted the bottle, especially the smaller one.”

The mother of two wanted the crystal-shaped bottles to bring her fans a similar calm.

“It felt so pure to me,"" she noted. ""I just loved [how] the properties of the rose quartz and citrine bring happiness, and it just meant so much to me to look into what crystals mean and their healing properties.”
",0
274,"Sesond attack for ToonLucas22
, you're a fucking shit, stop blocking me, Fuck you, since my account named Morty Smith 2.0 was blocked.",1
1661,"The Billy the Kid article with my contributions has been vandalized on or about Dec. 14, 2015 by someone calling themselves KrakatoaKatie. What had been the most detailed, and accurate account of Billy the Kid's life has been replaced with pure garbage. I ask every to look at the last version I submitted one concerned and compare it to what it has been replaced with. I ask anyone who is knowledgeable about the subject, and who doesn't have some sort of agenda, to take a look at what has happened and let your feeling be known. Thank you.",0
896,"Yes, douche, but an article DOES have to be neutral.  Happyme22 has consistently been aggressiv in keeping the Nancy Reagan article skewed towards her favor.  If you check that article's talk page, you will see several admissions by him that he IS clearly in her favor, and that his edits to her article are aggressive in such a manner that there should be no question of his bias.  That you (and other adtiors/administrators) have been so lax in blocking him for making non-NPOV edits to her articleonly goes to prove -again- that Wikipedia is nothing more than a media manipulated brainwashing machine.  Fuck you, Wikipedai, you just lost a user ever.",1
1424,"""

Issues
Onefortyone, the reason why I removed your edits, because they have following problems:-

It is Graceland that is 2nd most visited place in the USA., , ,  Not Biltmore Estate.
""""The décor throughout the house has often been criticized"""" is incorrect, it has not been criticized by anyone. Then you put up the quotes of Albert Goldman, a fringe theorist on Elvis Presley, and added them under Graceland#Basement, which is irrelevant.
Those """"conflicting reports"""" about his death have no relevance on this article, especially when they are disputed or rejected enough times.
 This is why this kind of content misleads and should be removed. I don't see any consensus for adding it on archives or previous discussion either.   """,0
2189,"History 396 outline for Grey Owl

Career:
1. Trapper (sub heading under career)
His earlier mindset surrounding trapping will be discussed in greater depth, as not much is discussed with regards to how he viewed trapping before his switch to conservationism.
His work with the Ojibwa Indians / Guppy Family will be explored as they were critical in his development as a trapper that understood the fragility of the animal ecosystem (Smith, 41)
The time of his life spent working and living at the Temagami Inn as a chore-boy will be mentioned as this was one of the events in which  Archie first became an observer of the Objibwa way of life. (Smith, 40)
His love interest, Angele will also be discussed as she also introduced Archie to influential figures within the Objibwa community, providing Archie with plenty of sketches for his infamous notebooks. (Smith, 42)

Braz, Albert. “St. Archie of the Wild. Grey Owl’s Account of His ‘Natural’ Conversion,” in Other Selves: Animals in the Canadian Literary Imagination. ed. Janice Fiamengo, 206-226. Ottawa: University of Ottawa Press, 2007.

Grey Owl. Pilgrims of the Wild. Toronto: Dundurn Press, 2010.

Smith, Donald B. From the Land of Shadows: the Making of Grey Owl. Saskatoon: Western Prairie Books, 1990.

2. Early Conservation Work (sub heading under career) This is my section for the project. 

From the section on his life as a trapper, we will discuss the impact of Anahareo on his switch from trapper to Conservationist.  
The transformation of his own personal views of conservationism will be explored through his writings in Pilgrims of the wild.
His initial desires to write will also be explored, this section then ending with the completion of his first book “The Men of the Last Frontier” which can be seen as one of the starting points of his public conservation career.

Braz, Albert. “St. Archie of the Wild. Grey Owl’s Account of His ‘Natural’ Conversion,” in Other Selves: Animals in the Canadian Literary Imagination. ed. Janice Fiamengo, 206-226. Ottawa: University of Ottawa Press, 2007.
Grey Owl. Pilgrims of the Wild. Toronto: Dundurn Press, 2010.
Smith, Donald B. From the Land of Shadows: the Making of Grey Owl. Saskatoon: Western Prairie Books, 1990.

3. Conservation Work with Parks Board Canada (sub heading under Career)
Source matter in this subheading will discuss Grey Owl’s beginning with Parks Board Canada through meeting James Harkin, covering material surrounding the films he made with their support, and his placement as caretaker of park animals at Riding Mountain National Park in Manitoba.  
His relationship with W. J. Oliver regarding his being commissioned by Parks Board Canada to make films of Grey Owl will also be explored.  
We will also delve further into his later life as a conservationist and his role in Prince Albert National park.

Lanken, Dane. “The Vision of Grey Owl.” Canadian Geographic 119 (1999): 74-80.
Smith, Donald B. From the Land of Shadows: the Making of Grey Owl. Saskatoon: Western Prairie Books, 1990.
[edit]Conservationist Views (new heading)
His outlook on conservationism will be explored, using both Tina Loo’s “States of Nature” Conserving Canada’s Wildlife in the Twentieth Century, and Donald Smith’s “From the Land of Shadows,” and Grey Owl’s “Pilgrims of the Wild” as sources which deal with his mindset of conservationism in detail.

Loo, Tina. States of Nature: Conserving Canada’s Wildlife in the Twentieth Century. Vancouver: UBC Press ,2006.
Smith, Donald B. From the Land of Shadows: the Making of Grey Owl. Saskatoon: Western Prairie Books, 1990.

4. Conservation Legacy (sub heading under Posthumous recognition)
The inspiration his lectures, books and films had on the people who came into contact with them will be explored deeper by using the sources below, as this is an area of his life which is largely overshadowed by the controversy of his false indigenous identity.

Billinghurst, Jane. Grey Owl: The Many Faces of Archie Belaney. Vancouver: Greystone Books, 1999.
Chapin, David. “Gender and Indian Masquerade in the Life of Grey Owl “ American Indian     Quarterly 24 (2000): 91-109.
Dawson, Carrie. “Never Cry Fraud: Remebering Grey Owl, Rethinking imposture.” Essays on Canadian Writing 65 (1998): 120-140. 
Smith, Donald B. From the Land of Shadows: the Making of Grey Owl. Saskatoon: Western Prairie Books, 1990.

5. Death
His relationships with Parks Board Canada prior to his death will be explored, delving into such aspects as how his increased use of alcohol, and absence from the park due to his touring  prior to his death impacted his relationship with Parks Board.

Loo, Tina. States of Nat",0
806,"""

 If Wikipedia is going to play fluffer to Matt Sanchez and call his gay porn videos """"award-winning,"""" then I think it should include a full videography. He appears in 35 or 40 of those flicks. The full lists are verified by the Internet Movie Database, and the Internet Adult Movie Database. Also, the specific nature of the awards should be listed, such as """"best ass on someone wearing a cowboy hat,"""" or whatever it is that they award in that """"industry.""""""",1
840,"""

Isn't that a bit like saying """"Constantly taunting Saddam Hussein by removing him from power and saying we're in charge is a bit mean, please stop?""""  You are such a hy...okay I won't go there because apparantly people hate personal attacks on here.  But you're a ....well I won't go there either.  Let's just say that your agenda is a total lie, and people know it.  """,1
1955,"""Users are cautioned to assume good faith, and to recall that all new users must start off somewhere. Further, many people with expertise in a specific area quite reasonably make contributions within that area alone.

There is, of course, nothing inherently wrong with single-purpose accounts (Wiki discussion policy cautions against personal criticism).

If you are going to assume the mantle of editorial arbitor and enforcer, then it is your responsibilty to ensure the article is accurate.  Controversial subjects are by definition controversial.  That is the nature of Paul Wolfowitz.  The article as presently edited is biased in two respects:  a) through its uncited inclusions, including the one noted above and b) through its omissions.  There is a direct relationship between Wolfowitz's 2001 departure from SAIS and his 2007 removal from the World Bank.  Readers would not gain that information the way the article is currently presented.  You are invited take the factual material that you deleted and to conform it, but there needs to be a context to the section entitled """"Recent Controversies.""""

 

""",0
1886,"""

 Bryan Adams (politician) 

Man, I am sick of this IP range vandalizing this article! Could you protect it or do some kind of blocking, if it's not too late? Thanks. -) 3 """,0
702,"""

""""It does not appear to be common usage""""...?!? Are you out of your goddam tree? The term gets FIVE entries merely in *the Index* of Freud's 'Introductory Lectures in Psychoanalysis'.
You are *completely clueless*. Now bugger off with that other idiot, and leave this page alone. Cretin.      """,1
1407,"It is obvious that you do not understood the third opinion above, see the text about dialektism as a good method to write about a controversial subject. If you want to include comments from CMA's president you don't start with deleting the parts that Mr Clements probably thinks is the most important.",0
916,"""

No, I'm not supposedly Lance Cade.   I AM LANCE CADE!  I've mass hatred not for Wikipedia, but for the morons who I guess can just site anything they dream up and it comes across as the actual truth.  I'm starting to read these fools and how upset they get by people deleting """"work"""" of theirs!!  Making up lies IS NOT work!  I can only imagine how many other peoples sites have just bogus info on it.  Awww, the lovely internet!!  I wish my site was deleted completely because it is just one wrong fact after another.  And there is actually a link to donate to this shit hole of a site!!  I'll donate the casket if we can kill Wikipedia!""",1
948,"You also want eternal hell???

‘chaitanya-mangala’ shune yadi pashandi, yavana seha maha-vaishnava haya tatakshana If even a great atheist hears Shri Chaitanya-mangala (previous name for Shri Chaitanya-bhagavata), he immediately becomes a great devotee.
Do not dare to do anything against Krishna consiousness or your complete atheism portal would go to eternal hell. This is warning...",1
84,"""
no seriousy.  the only thing i think actually did or said against your precious wikipedia policies was saying that """"if i really had my way, half of you would be shot"""".  ignoring for a while the fact that i was obviously joking, it happens to be my religious belief that the human race on a whole would be much, much better off if 95% of the population died tomorrow.  that doesn't mean i go around killing people, or making specific death threats against individuals.  and don't you actually have the sense to realize that if someone says """"OH MY GOD YOU ARE SUCH A FUCKING IDIOT, JUST GO DIE ALREADY"""" that they probably don't want you to die, or more accurately they don't care.  Very few people actually have the emotion required to sit and pray for the death of another person or group of people.  And I am not one of those people.

If you really wanted to show off what a horrible and insensitive person I am,  edit, which was on a wiki talk page, is probably not the best.  Granted, nothing pisses me off more than people who see letters like я and щ and automatically assume that whatever is written is Russian.  The Cyrillic alphabet is used in many Slavic languages, as well as central asian former soviet republics, and even Mongolia.  So I called someone an idiot.  BOO FUCKING HOO.  maybe he could have said """"What language is that?"""" instead of assuming that it was Russian.  However insulted he was by me calling him an idiot, I can guarantee you that I was at least 10 times as insulted by him calling that Russian.  I am a proud, native Russian, and will not have my culture besmirched with these allegations.

Your other example how I am a bad contributor is what, a spelling correction?  Or was it the fact that my edit summary was how I felt about the sad fact that niggers can't spell? Don't even think about raising issue of my use of the word.  I live in Harlem.  Around here, that word is used like a comma.  And before you try to tell me the difference between """"nigga"""" and """"nigger"""", there is none.  It's called a dialect.  While for some purposes, it makes sense to write things phonetically as they are pronounced by the person saying them, I find it is usually clearer to spell properly.  Also, a nigger, to me at least, is not a """"black person"""". I am not a racist. I do not even draw distinctions between people. In my holy opinion, there is a nigger inside of all of us.  People (like you, for instance) who take offense for no reason (i mean, was saying """"black people are stupid and i think they should be marginalized in society, tarred and feathered, strung up on trees, dragged through town by their enormous wangs, etc.""""?  No.  And if that is what you heard, I'd like to know why.  Are you black?  98% of the black people I know personally use the word """"nigger"""" more than I do.) are why we as a society still can't get over the silly idea that words are harmful.  Words are not harmful.  Ideas are harmful.  One particularly harmful idea is that certain words are so unspeakably horrible that nobody can be allowed to say them for any reason at all.  You want to end racism forever?  Stop freaking the fuck out every time you see the word """"nigger"""".  SERIOUSLY.  I happen to be a Priest (and a Docktor), and saving humanity is just one of my many responsibilities.  Fucks like you make me hate it, but I still do it.  That's what a good person I am.

I forgot what else I was going to complain about.  I mean, I could complain about everything on Wikipedia, not because I am uncivil, but because there are enough Wikipedos to make this community unbearable for normal, well-adjusted individuals such as myself.  If you look at all my page edits, they were all GOOD FOR THE ENCYCLOPEDIA.  Ok, there was one tiny exception - a long time ago, I saw someone changed a caption on Scottish fold to """"Winston Churchill"""".  Someone else reverted it, and I reverted it back.  I felt it was an appropriate caption to that particular image.  But everything else was beneficial to improving the quality of the content.  I may be a little hard on people who are hung up on things that are wrong, but I only do what is right.  That is why I put it on my user page.  I don't do wrong things.  If you try to argue with me, you will be in for a world of hurt.  Butthurt, to be exact.  But you have nobody to blame but yourself.  Unlike you, I actually warn people first.  But no.  You fags have to be humorless, oversensitive, fascist wikipedos with your unwarranted self-importance and your administrative powers.  Well you can go fuck yourselves. IF you ever succeed in getting all sand out of your vaginas.  I joined wikipedia because i wanted to make it better, and that was all i did.  but i guess you cunts actually enjoy bathing aro",1
2348,", 8 February 2008 (UTC)

 You don't need to survey an entire population to generalize. Stop assuming bad faith - it appears that Mccready is willing to leave your version of the article up and discuss it on this talk page.   15:14",0
612,nice try! Raheem Kassam you are a sad individual,1
962,"Hi 

ru:%D0%A3%D1%87%D0%B0%D1%81%D1%82%D0%BD%D0%B8%D0%BA:Alex Smotrov
You want a fuck or dick? whats problem?",1
1879,"You yourself defined 'troll' as a personal attack. If arbcom wish to engage in personal attacks, that is their business ) User:Veesicle",0
1796,"""

Anyone have any thoughts on the addition of Bernard Lonergan to the list of notable metaphysicians?  Since Augustine, Aquinas are listed and Lonergan is clearly in this trajectory of Catholic philosophers, I thought he would be a good addition to the list. His work is well-regarded in 20th century philosophy, he certainly has the credentials, and I think many would agree he made highly significant contributions to metaphysics by extending the core ideas of Aristotle, Augustine and Aquinas forward in the areas of cognitional theory, epistemology and verifiable metaphysics based on the """"data of consciousness"""" and his study of methodology in mathematics and empirical science. see Insight: A study of Human Understanding. There are Lonergan Centers at Boston College, University of Toronto, Seton Hall, and Loyola Marymount University devoted to studying and extending his works in philosophy and theology. I'm quite sure nearly every philosophy professor at any Jesuit schools would consider his work """"notable"""".

My attempt at this addition was reverted as """"not particularly notable as a metaphysician"""" so  thought I would throw it out there.  """,0
1535,"""
She's back in rehab again? Damn gorl, giving Winehouse a run for money? —  (talk2me) """,0
1912,"Hi, I am very new to this and I am int he process of attempting to setup this wiki page on behalf of the band 'The Breaking News'. This page is simply to provide information to the public regarding the formation of the band and the members in it. There will be no attempt of advertising/sales/marketing as a result of this page.

I have added external links to allow members of the public to access content related to the band itself (eg: Sample music and further information). Non of this external content if a chargeable service and if the band choose to go down the online sales avenue, the links to any sales related pages will be removed from this wiki article.

Lastly, all I can advise is that I am new to this, I am in the process of creating and wording this wiki page in accordance with your guidelines and will be retaining the page from public access until I can create the page correctly and comply with all rules.

I welcome all advice and guidelines available from you.

  
James.",0
1147,"BLOW ME JAson, you fucking faggot.",1
2008,Jewish propaganda existed for 3000 years. Though I'm russian I'm totally agree with Estonian guy. Lenin WAS jewish as majority of bolsheviks,0
1171,"so you can pick on Palestinian babies with your homosexual countrymen, all of whom worship and mimic Hitler over anal sex with you",1
2371,"Alex Crockford as Charlie 
It says on IMDB that Alex Crockford will reprise his role as Charlie Weasley in Harry Potter and the Deathly Hallows: Part 1. I added this to the article with a reference and everything but it was deleted. Why is this? The reference exists here http://www.imdb.com/name/nm1472349/",0
1516,"Accroding to a number of historical references that I have read on the subject, the Kata Chinto was named after a Chinese trader (of the same name) who demonstrated the moves contained in that form during a visit to Okinawa. I don't know if this is oral history alone, or not, but there does seem to be consistency. Burns MacDonald",0
2094,"Changing the title of the article 

As we all know the name of Age Of Conan: Hyborian Adventures has been changed to Age Of Conan Unchained, so I think the title of the article about the game of the articles should be changed. I would like to invite all the people who have edited this article to give their opinions on this matter please.",0
2072,"""

I'm not the Grandmaster when it comes to reading ancient Greek, but notice this: """"epi de Dorou tou Hellenos ten hupo ten Ossa te kai ton Olumpon choren, kaleomenen de Histiaiotin: ek de tes Histiaiotidos hos exanetsto hupo Kadmeionoikee en PindoiMakednon kaleomenon""""-it looks to me that in both instances, he is indicating what the region is called, not the people. So it should be translated as the Perseus version indeed translates it. The region of Pindus was known as Macedonia, not that the Dorians were here known as Macedonians.  """,0
2671,"Kanye West, No 'American Idol' For Me

No 'American Idol' For Me

Kanye West is not in discussions with NBC or anyone else about doing a re-boot of ""American Idol"" ... contrary to reports.

Reports are surfacing NBC and producers are chomping at the bit to bring Kanye on as host, and discussions are underway. Not true.

Sources close to Kanye and with direct knowledge tell us ... ""There is no conversation with Kanye West to join 'American Idol' or any other show for that matter.""

There's been a buzz NBC might bring the show back, but not with Yeezy.
",0
2289,"""

 circumcised protesters restore your foreskins and enjoy the movement/ Google Foreskin Restoration Don't let them cut your future male infant genitals   

Male infant circumcision is why all this is happening. Learn about circumcision and get the word out on Occupy Wall Street. 

RE-imagine by TRILLION feat Andy Gibson (John Lennon Tribute)
http://www.youtube.com/watch?v=5C7Unc0riTk

WAKE UP!!!
http://www.youtube.com/watch?v=LAhA-Yd5Nl0
http://www.circumcision.org/index.html

more information including sign messages.
http://davidwilton.smugmug.com/Groups/San-Francisco-Pride-2010/13843046_DmCc48#1015380438_VcjCs
http://davidwilton.smugmug.com/Groups/San-Francisco-Pride-2010/13843046_DmCc48#1015392289_xMWSN

List if sites with  circumcision info.
http://www.bayareaintactivists.org/resources

The original foreskin can not be recovered but some of the functions of the foreskin can be restored with foreskin restoration. Google foreskin restoration.

The National Organization of Restoring Men has info about  circumcision and restoring foreskin
http://tlctugger.com/

The tugging method used to restore foreskin like the kind offered at http://tlctugger.com/ increase skin slack in the penis and improve the function fixing some of the issues but not all. Of course the only way to fix it is to prevent the infant circumcision in the first place. 

Stop mutilating male infant genitals.
You can not get your original foreskin back but you can restore your foreskin. Google foreskin restoration
The National Organization of Restoring Men

http://davidwilton.smugmug.com/Groups/San-Francisco-Pride-2010/13843046_DmCc48#1015392289_xMWSN
Sites with information about circumcision http://www.bayareaintactivists.org/resources
White House circumcision petition needs signers up to and on OCT 23 https://wwws.whitehouse.gov/petitions#!/petition/ban-non-therapeutic-routine-infant-circumcision/2tqgSZtG Routine infant circumcision is in direct violation of human rights. It is also against the Hippocratic Oath; which states: """"Do no harm."""" Circumcision is harmful to infants and the men that they will become. A circumcision itself takes 1/3 to 1/2 of the male shaft skin on the penis. It also takes over 2000 fine touch nerve sensors, the gentle gliding mechanism that is offered by the foreskin, and the protection of the foreskin itself. It causes unnecessary pain to the infant and the anesthesia does not block all the pain that an infant feels. In 1993, a ban was formed against genital cutting of infant females. Under the law the ban should also cover male infants too as the equal protection act states. It's time for all sexes to be protected from this barbaric practice.
The National Organization of Restoring Men has information about Circumcision and Foreskin Restoration

http://www.4eric.org/
Penn & Teller on Circumcision Part 1 http://www.youtube.com/watch?v=vLGcqPE7xu0
Penn Says: Matching Penises http://www.youtube.com/watch?v=3yRFNciRUAk
Circumcision Kills- Santa Monica http://www.youtube.com/watch?v=xVrkDyMKUCI Circumcision Kills http://www.youtube.com/watch?v=8jUoDNmRwpM
All the videos on user Bonobo3D YouTube channel which has this video Circumcision & Jewish Identity http://www.youtube.com/watch?v=zAQdM2CxY5c""",0
2816,"Here's How Brad Pitt Feels About Donald Trump as President

As a southern man born in Oklahoma and raised in Missouri, Brad Pitt stems from a place where people typically support Donald Trump and his run in the 2016 Presidential Election.

And yet, the 52-year-old actor can't even begin to fathom the idea of the real estate mogul running the United States.

While discussing the British exit from the European Union, Pitt opened up to the New York Times' T magazine about his feelings toward Trump.

""Man, I never thought [Brexit] would happen. Same way I can't bring myself to think that Trump will be in charge,"" he admitted. ""In the simplest terms, what brings us together is good, and what separates us is bad.""

He continued, ""We have this great line in The Big Short,"" referring to last year's Oscar-winning film about the global financial crisis of 2008, which he produced. ""When things are going wrong and we can't find the reason for it, we just start creating enemies.""
",0
1228,"""P.S. It's not polite to talk to people behind their backs, please remove your comments from Mrph's talk page.

Vaughan
You're right; I went to check your previous edit and found a page on the Marvel site that spelled it """"Vaughn"""", but now I am finding many more that spell it correctly. Thanks for the edits.   (☎☓) 

""",0
154,"I agree, Fuller is a useless stupid fuck",1
1485,"Hey, can you be more clear, in what sense have I eveded my block? If I have done any error, it has not been intentional, since I am new to wikipedia, and it may be for lack of experience. Is this the welcome you give to the new users? 
I invite you to see the editing history of Vlore and relative discussion, where my arguments are beeing totally ignored by greek users like Tsourkpk",0
555,"""

 While I can almost understand your blocking me for """"calling for the deaths of other editors"""", blocking me for a discussion which is already over, more than a month prior, that seems ridiculous.  Alkivar didn't seem to care enough to block me, and he's the administrator that I was pissed off at.   """,1
1177,"Stan, Do you have a picture of Eminem on your wall? Do you cut yourself just to see if you can bleed?",1
1857,"I'm not incorrect. Labor cost is labor itself. The cost of building anything is the labor itself that you exerted to build it. If you charge more labor for something that took less labor to build, then you're not being equitable according to Warren. It's very simple and straightforward.",0
342,Dejaun Butler is gay and loves men.,1
130,SUZANNE IS A LOSER!!!,1
686,"""

Shouldn't we balance this section out with some people who don't care or think the Monkees were an abomination?Like this: Fred Cocklskew of Frampington said """"Who gives a s***?"""". like that I think that would be good, yeahhh?""",1
1922,"""

 Agnotism 

I read in book """"Lance Armstrong's book: It's Not About the Bike: My Journey Back to Life"""" that he is Atheist,please give references for Agnotism of Armstrong  """,0
2757,"
James Corden just asked Kim Kardashian about the Khloe and Kylie pregnancy rumours
2017-11-16 08:52:00
Two months after rumours broke out that both Kylie Jenner and sister Khloé Kardashian might be pregnant at the same time, we still don't know any more than we did in September. Big sis Kim Kardashian won't be ending the suspense any time soon, judging by her recent appearance on James Corden.

Kim took part in a particularly nasty game of ""Spill Your Guts or Fill Your Guts,"" a staple of the Corden show where James and a guest ask each other questions that could get them in trouble. If one of the players refuses to answer, they have to eat a gut-churning ~delicacy~.

When asked to rank her mum and sisters from best to worst dressed, Kim didn't hesitate to oblige — understandable, since the alternative was to drink bird saliva (eek!). But when the million-dollar question — the question of Kylie and Khloé's pregnancy rumours, obvs — inevitably came up, Kim chose to drink a sardine smoothie instead. This is one of those moments we're glad we're not famous.

Kiki has shut down rumours about her reaction to Kylie's pregnancy, but hasn't given us any clues as to whether the rumours are actually true or not. Guess we'll just have to keep being patient.

As for James, he refused to reveal which of his guests was the most obnoxious (he ate a scorpion instead!), but did say that Kylie was his least favourite Kardashian. The youngest sister was supposed to appear on Corden's show, but apparently backed out.
",0
2336,Ludwig Gaston von Sachsen tranlsation,0
1021,Yes they were Hitler Stated that Slavs were lesser races and should be salves or killed,1
2158,"And this is off the track, but if you continue to make false accusations against me, I reserve the right to speak to someone about it.  What's up, Doc?",0
2110,", 6 January 2008 (UTC)

That is indeed, fairly precisely, the position of some monarchists, as well as reasoning of some jurists and scholars, to this matter. Which then means that it would be POV to erase Carlos Patrick from the article, as there are at least as good reasons for his legitimacy as heir as to those of the other Hohenzollern line.   14:56",0
771,"User:Nat is just a piece of shit, ignore him.",1
2104,"Rao Jazib Saeed 

Rao Jazib Saeed is a business graduate from NUML Islamabad native of Multan Pakistan.",0
1965,i just got on here a little while ago i am looking for the Tennis player Giovanni Lapentti no luck yet but i will keep looking,0
